url,type,longitud_url,longitud_hostname,longitud_de_ruta,longitud_de_consulta,contiene_https,contiene_ip,contiene_php,contiene_html,contiene_doble_barras,profundidad_de_la_ruta,acortadores_de_url,num_digitos,num_caracteres_especiales,dom_dias_activo,dom_dias_hasta_expiracion,entropia
https://serviciodecorreo.im/login?i,phishing,35,19,6,1,1,0,0,0,0,1,0,0,2,0,-8,3.9900172174899033
http://37.49.226.142/bins/asdfghjkl.mpsl,malware,40,13,20,0,0,1,0,0,0,2,0,10,6,0,-1,4.434183719779189
http://rememberus2.tripod.com/,benign,30,22,1,0,0,0,0,0,0,0,0,1,3,10846,110,3.914409345247941
http://80.211.239.70/bins/sora.arm,malware,34,13,14,0,0,1,0,0,0,2,0,10,6,8951,289,4.205109900073868
https://floral-credit-82ff.ropife1486.workers.dev/,phishing,50,41,1,0,1,0,0,0,0,0,0,6,6,0,-1,4.431272380112911
http://patrikcase.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3BhdHJpa2Nhc2UuY29tL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTI6cHJvZHVjdHMtJmNhdGlkPTE6bWVudSZJdGVtaWQ9Mw==,defacement,206,14,10,174,0,0,1,0,0,1,0,20,11,0,-1,5.422876485345309
http://www.motech.edu/,benign,22,14,1,0,0,0,0,0,0,0,0,0,3,0,-1,3.5383105956150063
https://periodic-servic.start.page/,phishing,35,26,1,0,1,0,0,0,0,0,0,0,4,1180,280,3.914159445145515
https://summer-cherry-bd5a.2rioq72k.workers.dev,phishing,47,39,0,0,1,0,0,0,0,0,0,4,5,0,-1,4.469066511067981
http://www.aktivregion-ostseekueste.de/news/152-neuer-znlf-lehrgang.html?tmpl=component&print=1&layout=default&page=,defacement,116,31,34,43,0,0,0,1,0,2,0,4,16,0,-1,4.648734459961199
http://www.cij.co.jp/,benign,21,13,1,0,0,0,0,0,0,0,0,0,4,0,-1,3.33209539866017
http://193.142.146.30/d/xd.x86,malware,30,14,9,0,0,1,0,0,0,2,0,13,6,0,-1,3.8150610122030697
http://www.bbc.co.uk/northernireland/drama/messiah/interviews/ken.shtml,benign,71,13,51,0,0,0,0,1,0,5,0,0,9,0,-1,4.251929254938427
https://apbfiber.com/openme/42220d200d42d3_18d30d11.exe,malware,55,12,35,0,1,0,0,0,0,2,0,17,5,1684,142,4.4297470512039805
http://www.jackhatfield.co.uk/index.php?option=com_jevents&task=week.listevents&year=2013&month=01&day=24&Itemid=32,defacement,115,22,10,75,0,0,1,0,0,1,0,10,18,0,-1,4.822657618271776
https://mitsui-jyuku.mixh.jp/uploads/141q2w3ez1x2c3.exe,malware,55,20,27,0,1,0,0,0,0,2,0,8,6,2143,51,4.617012440482701
http://wessamoptical.com/,phishing,25,17,1,0,0,0,0,0,0,0,0,0,2,920,175,3.783465189601647
http://www.quicklabel.com,benign,25,18,0,0,0,0,0,0,0,0,0,0,2,9702,158,4.0536606896881855
http://111.42.102.134:60145/Mozi.m,malware,34,14,7,0,0,1,0,0,0,1,0,16,6,0,-1,3.8810054880546367
https://makingmemoriesphotoboothde.com/,phishing,39,30,1,0,1,0,0,0,0,0,0,0,2,704,26,3.9578525390977015
http://www.webcreators.gr/service-laptop/egkatastasti-leitourgikou-sustimatos/74-episkeui-kartas-grafikon.html,defacement,110,18,85,0,0,0,0,1,0,3,0,2,12,0,-1,4.331557073062177
https://email-signature-kefi.firebaseapp.com/,phishing,45,36,1,0,1,0,0,0,0,0,0,0,5,0,-1,4.233426641149881
http://lehzig.com/trix.exe,malware,26,10,9,0,0,0,0,0,0,1,0,0,3,0,-1,3.8441065448145375
http://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fzoetekroon.nl%2F2013%2F11%2Ftroetelbeer-taart%2F&layout=button_count&show_faces=true&width=450&action=like&font=tahoma&colorscheme=light,malware,195,16,17,154,0,0,1,0,0,2,1,16,29,9934,3215,4.858229122229528
http://www.wallwhale.com,benign,24,17,0,0,0,0,0,0,0,0,0,0,2,7539,131,3.486440501696144
https://cpanel-webmail-vxtdy57oar.pages.dev,phishing,43,35,0,0,1,0,0,0,0,0,0,2,4,0,-1,4.507432777857286
http://www.sexbuzz.com/motors/,benign,30,15,8,0,0,0,0,0,0,2,0,0,4,9396,99,3.8980685120588383
http://www.rion.gov.gr/LinkClick.aspx?link=204&tabid=241&mid=452,defacement,64,15,15,26,0,0,0,0,0,1,0,9,10,0,-1,4.788298827786958
http://www.cwtatehorses.com/,benign,28,20,1,0,0,0,0,0,0,0,0,0,3,0,-1,3.6375375112660513
http://9779.info/%E5%B9%BC%E5%84%BF%E5%88%9B%E6%84%8F%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,99,9,83,0,0,0,0,0,0,2,0,34,30,5101,12,3.8018715851090144
https://ipfs.io/ipfs/QmQr5VM1TxXVqCQktjbG9f3D7FkeCqDU1KX7aJaCprcuEu,phishing,67,7,52,0,1,0,0,0,0,2,0,7,3,3676,341,5.102964936532685
http://www.paperworld.co.za/,benign,28,20,1,0,0,0,0,0,0,0,0,0,4,980,115,3.726474118254375
http://www.casesladder.com/zine/strategy/spades/index.html,benign,58,19,32,0,0,0,0,1,0,4,0,0,7,9505,355,4.207142961302496
http://www.lacollina.org/formazione/261.html,defacement,44,17,20,0,0,0,0,1,0,2,0,3,5,8003,32,4.2544418457133455
https://pub-0fd4f5fd1599461eb3f3a83531e9fab9.r2.dev/dollz.html,phishing,62,43,11,0,1,0,0,1,0,1,0,20,5,655,440,4.637281141165189
http://theboltguy.com/,benign,22,14,1,0,0,0,0,0,0,0,0,0,2,8936,195,3.697845823084412
http://www.ncus.org.uk,benign,22,15,0,0,0,0,0,0,0,0,0,0,3,0,-1,3.7544418457133455
https://apbfiber.com/openme/2920d200d42d3_18d30d11.exe,malware,54,12,34,0,1,0,0,0,0,2,0,16,5,1684,142,4.4821272067338285
http://222.74.186.174:54449/Mozi.m,malware,34,14,7,0,0,1,0,0,0,1,0,16,6,0,-1,3.995715327169053
https://pastebin.com/raw/mK50QJXK,malware,33,12,13,0,1,0,0,0,0,2,0,2,3,7949,1547,4.354852073838348
http://www.bandabiografia.com.br/index.php/agenda/details/274-carnaval,defacement,70,25,38,0,0,0,1,0,0,4,0,3,9,5080,81,4.425591860285232
https://dkjdd9.wixsite.com/my-site,phishing,34,18,8,0,1,0,0,0,0,1,0,1,4,0,-1,4.116299605701696
http://217.61.22.186/armv5l,malware,27,13,7,0,0,1,0,0,0,1,0,11,4,4876,3159,3.902311575917029
http://aboveandbeyondhousekeeping.com/index.php/aboutus/testimonials/26,defacement,71,30,34,0,0,0,1,0,0,4,0,2,6,6638,666,4.334115212172505
http://138.68.235.124/bins/Hilix.arm7,malware,37,14,16,0,0,1,0,0,0,2,0,12,6,0,-1,4.378240189894802
http://139.99.114.108/lmaoWTF/loligang.arm5,malware,43,14,22,0,0,1,0,0,0,2,0,12,6,2825,-270,4.350342370830228
https://mail-108670.weeblysite.com/,phishing,35,26,1,0,1,0,0,0,0,0,0,6,4,4190,192,4.378864088188098
http://125.69.86.192:36608/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1,malware,91,13,65,0,0,1,0,0,0,4,0,16,19,0,-1,4.749690937787906
http://www.dalisport.si/index.php?option=com_contact&view=contact&id=2&Itemid=83,defacement,80,16,10,46,0,0,1,0,0,1,0,3,12,8782,361,4.463374308244838
http://51xiaowai.cn/member/index_do.php?fmdo=user&dopost=regnew,malware,63,12,20,23,0,0,1,0,0,2,0,2,8,0,-1,4.566266383982756
http://www.banknbsb.com/,benign,24,16,1,0,0,0,0,0,0,0,0,0,3,9175,686,3.7406015629507214
https://btmaildjh232.w3spaces.com/jfghjklkj.html,phishing,48,25,15,0,1,0,0,1,0,1,0,4,4,1266,194,4.339661719245795
http://sourceforge.net/projects/pwrblog/,benign,40,15,18,0,0,0,0,0,0,3,0,0,4,9072,59,3.962814895472356
http://www.feuerwehr-moellbergen.de/index.php?option=com_ponygallery&Itemid=89&func=viewcategory&catid=25,defacement,105,28,10,59,0,0,1,0,0,1,0,4,13,0,-1,4.75113692331565
http://www.tsilomitros.gr/index.php?option=com_autostand&Itemid=0&func=viewcategory&id=31,defacement,89,18,10,53,0,0,1,0,0,1,0,3,12,0,-1,4.679425633897915
http://www.monocerdo.com/,benign,25,17,1,0,0,0,0,0,0,0,0,0,3,0,-1,3.623465189601647
daihatsuarmadapurwokerto.com,malware,28,0,28,0,0,0,0,0,0,0,0,0,1,0,-1,3.767375797816041
http://185.172.110.208/bins/UnHAnaAW.mpsl,malware,41,15,19,0,0,1,0,0,0,2,0,12,6,0,-1,4.314749870418975
http://www.lukesmachinery.com,benign,29,22,0,0,0,0,0,0,0,0,0,0,2,68,296,4.21126073643228
https://d.top4top.io/p_1567m7an31.png,malware,37,12,17,0,1,0,0,0,0,1,0,8,5,1663,163,4.131769501279566
http://clinicavisualiza.com/es/nuestros-servicios/servicios-quirurgicos.html,defacement,76,20,49,0,0,0,0,1,0,3,0,0,7,6643,296,4.138033238496451
https://1B0TC.trk.elasticemail.com/tracking/click?d=7R7VcJc8_PswmHPSsgTcEvcFkWeajLbjah-ngWX45Lhv6EEGplvdBXr3NWYS6jGsGb48nihfSaw-61Bijf5GYm6JR8SNpzKfZE-zobqHvN1GTjGkyb8-LlXwn4E1fwX42r6C9uzf9JJJBKM-HRlYQoM1,phishing,204,26,15,154,1,0,0,0,0,2,0,27,12,5170,1404,5.7681196198990365
http://www.polotracegolf.com,benign,28,21,0,0,0,0,0,0,0,0,0,0,2,8270,860,3.824862957617356
http://www.ekn-online.de/index.php?option=com_content&view=article&id=109:bibelgespraechskreis&catid=110:bibelgespraechskreis&Itemid=135,defacement,136,17,10,101,0,0,1,0,0,1,0,9,17,0,-1,4.700268198732406
http://116.114.95.201:41761/Mozi.m,malware,34,14,7,0,0,1,0,0,0,1,0,16,6,0,-1,3.8990401366454366
http://www.dobermann-rescue.co.uk/,benign,34,26,1,0,0,0,0,0,0,0,0,0,5,0,-1,4.17512313511346
http://9779.info/%E9%87%91%E9%B1%BC%E5%8F%B6%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,malware,81,9,65,0,0,0,0,0,0,2,0,27,24,5101,12,3.689945140264106
http://www.cae.com/,benign,19,11,1,0,0,0,0,0,0,0,0,0,3,9753,1202,3.431623565847431
http://www.liderplan.com/consultoria/diseno-e-imagen-corporativa?tmpl=component&print=1&page=,defacement,93,17,40,28,0,0,0,0,0,2,1,1,12,5512,331,4.417028904042249
https://cloudflare-ipfs.com/ipfs/bafybeidm6xt4pu35vdrs252yikfj5vuekw2qg4gp5ue44ukxjuqpp7ll7a/rvhzbz.html,phishing,104,19,77,0,1,0,0,1,0,3,0,15,6,2201,2912,4.962130406588095
https://fqvepostles.firebaseapp.com/,phishing,36,27,1,0,1,0,0,0,0,0,0,0,3,0,-1,4.016875695766564
http://greatplainschurch.org/component/mailto/index.html?tmpl=component&link=c6af30f282b7dada4ba73e06f01361f15311c6dc,defacement,117,21,28,60,0,0,0,1,0,3,0,23,8,6309,265,4.839323298912598
https://staff-web-form-418e9e.webflow.io/,phishing,41,32,1,0,1,0,0,0,0,0,0,4,6,4050,1428,4.241102309232295
http://www.current.org/prog/prog0114antiques.html,benign,49,15,27,0,0,0,0,1,0,2,0,4,5,10489,832,4.288307426570495
https://new.express.adobe.com/webpage/ItxhUe6cD0QTy,phishing,51,21,22,0,1,0,0,0,0,2,0,2,5,13719,341,4.482797215244886
http://kubiyot.net/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL2t1Yml5b3QubmV0L2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTQxOnNwYWNlJmNhdGlkPTQ6MjAwOS0wOS0wMy0wOS0yNS01MyZJdGVtaWQ9MTA=,defacement,215,11,10,186,0,0,1,0,0,1,0,25,10,0,-1,5.496270461468259
http://badmildiou.com/bin/bg_a38a87338bf74e199a44a987e2dcedaf.exe.dom_1.exe,malware,75,14,54,0,0,0,0,0,0,2,0,19,8,0,-1,4.574750524518397
http://www.slavia.sk/tlacove-spravy/slavia-capital-kupuje-100-akcii-chorvatskej-spolocnosti-crobenz,defacement,99,13,79,0,0,0,0,0,0,2,0,3,12,7565,103,4.414724682218782
https://bt-105646.weeblysite.com/,phishing,33,24,1,0,1,0,0,0,0,0,0,6,4,4190,192,4.271370634378849
http://www.msc.at/index_en.shtml,benign,32,10,15,0,0,0,0,1,0,1,0,0,5,0,-1,3.991729296672175
http://42.230.253.28:46581/Mozi.m,malware,33,13,7,0,0,1,0,0,0,1,0,15,6,0,-1,4.051821770808045
http://appelboerderij.nl/fruitplantage/2-fruitplantage/detail/9-hans-naar-veiling-1?tmpl=component,defacement,98,17,59,14,0,0,0,0,0,4,0,3,11,5188,-1,4.389095304353754
http://www.lib.ku.edu/artlib/,benign,29,14,8,0,0,0,0,0,0,2,0,0,5,10030,416,3.8143719431796272
http://www.geocities.com/skylarksmh/daleanddale/framepg.html,benign,60,17,36,0,0,0,0,1,0,3,0,0,6,10404,187,4.296834613373056
http://www.qsau.com/,benign,20,12,1,0,0,0,0,0,0,0,0,0,3,8102,298,3.646439344671016
http://www.metarchdesign.com/,benign,29,21,1,0,0,0,0,0,0,0,0,0,3,8431,699,4.021268494903765
http://182.127.77.95:43215/Mozi.m,malware,33,13,7,0,0,1,0,0,0,1,0,15,6,0,-1,4.043801694853791
https://assets-clo-inv-8be7.etashkhnime.workers.dev/,phishing,52,43,1,0,1,0,0,0,0,0,0,2,7,0,-1,4.315072410115944
http://www.internationalfamilytransitions.com/launching-seminar,defacement,63,38,18,0,0,0,0,0,0,1,0,0,4,219,146,4.13672044765545
http://www.vwoa.org/,benign,20,12,1,0,0,0,0,0,0,0,0,0,3,9370,125,3.3841837197791893
https://mitsui-jyuku.mixh.jp/uploads/27643fvasea.exe,malware,52,20,24,0,1,0,0,0,0,2,0,5,6,2143,51,4.536414237122231
https://ipfs.io/ipfs/QmYkS1ByoJ2kX2YHd82mBEG4BwgRRyQoupvYHpAy6sCoF9/index.html/,phishing,79,7,64,0,1,0,0,1,0,4,0,8,6,3676,341,5.093037197648691
http://pogo5.free.fr/juggling.html,benign,34,13,14,0,0,0,0,1,0,1,0,1,4,9217,562,4.020855120471209
http://ffv322.ru/Faexejames.msi,malware,31,9,15,0,0,0,0,0,0,1,0,3,3,0,-1,4.1958164715376185
http://s6.cdn.deahu.com/jingyan/image_cluster/2015-04-09/21/6638877_2FF4D1E5724AA07A4298D71644413EF8.jpg,malware,104,16,81,0,0,0,0,0,0,5,0,40,13,6292,282,5.025718657088933
http://www.worldwidefishing.com/california/b1444/,benign,49,24,18,0,0,0,0,0,0,3,0,4,5,10075,880,4.301675223143017
http://www.amayaarzuaga.com/,benign,28,20,1,0,0,0,0,0,0,0,0,0,3,1993,198,3.699513850319965
http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E7%BE%8E%E4%BA%BA%E9%B1%BC/,malware,90,9,74,0,0,0,0,0,0,2,0,26,27,5101,12,3.771896738256834
https://wwxhajudjgwjklckvzgs2.firebaseapp.com/,phishing,46,37,1,0,1,0,0,0,0,0,0,1,3,0,-1,4.59901141229656
https://dcvblhe.online/Wy,phishing,25,14,3,0,1,0,0,0,0,1,0,0,2,4,360,4.0536606896881855
http://45.95.168.200/snype.mips,malware,31,13,11,0,0,1,0,0,0,1,0,10,5,0,-1,4.1313003425053605
http://www.aquanet.co.za,benign,24,17,0,0,0,0,0,0,0,0,1,0,3,9126,5,3.709147917027245
http://novmet.ru/portfolio/2011-03-15-01-08-37/2011-03-25-13-19-36/2011-04-04-22-00-29,defacement,86,9,70,0,0,0,0,0,0,4,0,42,20,6086,123,4.069900945153509
https://t.co/wQgW1LUPxA,phishing,23,4,11,0,1,0,0,0,0,1,1,1,2,5158,320,4.110093477608016
http://golfsource.us/index.php?option=com_content&view=article&id=5:range-time&catid=1:main-content-category&Itemid=5,malware,117,13,10,86,0,0,1,0,0,1,0,3,18,32,332,4.591232485545465
http://www.lafavoritacb.com/index.php?option=com_content&view=article&id=96:fabrfieltro&catid=43:articulos&Itemid=78,defacement,116,20,10,78,0,0,1,0,0,1,0,6,16,8541,224,4.693502623345604
http://www.newadvent.org/cathen/09304a.htm,benign,42,17,18,0,0,0,0,0,0,2,0,5,5,9374,2312,4.121267946939376
https://bafkreihvgrkp76id4xvlzofwj6wuzkucltffwanmxybnvagx5miagwb3yy.ipfs.thirdwebcdn.com,phishing,88,80,0,0,1,0,0,0,0,0,0,6,3,457,273,4.906676403280075
http://www.liceoparroquialsangregoriomagno.edu.co/index.php?option=com_content&view=article&id=57:refuerzo&catid=37:nuestros-servicios&Itemid=69,defacement,144,42,10,84,0,0,1,0,0,1,0,6,18,0,-1,4.709999934075635
http://www.mormonfundamentalism.com/,benign,36,28,1,0,0,0,0,0,0,0,0,0,3,8517,248,4.075922835185253
https://pub-7e00df1d340742eda47c45b5608e80a9.r2.dev/inxxxx.html,phishing,63,43,12,0,1,0,0,1,0,1,0,22,5,655,440,4.760943566625461
http://www.clergytaxuk.com,benign,26,19,0,0,0,0,0,0,0,0,0,0,2,8606,159,4.103909910282364
http://www.sffosu.org/,benign,22,14,1,0,0,0,0,0,0,0,0,0,3,8684,81,3.572623663895164
http://www.guardian.co.uk/obituaries/story/0360451429000.html,benign,61,18,36,0,0,0,0,1,0,3,0,13,7,0,-1,4.6625693631974565
http://en.wikipedia.org/wiki/aol,benign,32,16,9,0,0,0,0,0,0,2,0,0,4,8548,217,3.8871987351738495
https://apbfiber.com/openme/713dd3optoor.exe,malware,44,12,24,0,1,0,0,0,0,2,0,4,4,1684,142,4.187291426568272
http://www.khsaa.org/basketball/index.html,benign,42,13,22,0,0,0,0,1,0,2,0,0,5,9825,35,4.177566232096526
https://feather-c23c.joaquin1067.workers.dev/c007b874-dba0-41fb-92c7-a9293d1bb1f3,phishing,81,36,37,0,1,0,0,0,0,1,0,25,9,0,-1,4.83351335512728
http://www.yogatree.uk.com/,benign,27,19,1,0,0,0,0,0,0,0,0,0,4,0,-1,3.902311575917029
https://online-review-payee.web.app/,phishing,36,27,1,0,1,0,0,0,0,0,0,0,5,0,-1,3.995906598484245
http://192.119.87.242/x01/root,malware,30,14,9,0,0,1,0,0,0,2,0,13,5,4776,2163,3.764735178725505
http://commongroundjourneys.com/,benign,32,24,1,0,0,0,0,0,0,0,0,0,2,130,235,3.9414280318460246
http://www.deccofelt.com/index2.html,benign,36,17,12,0,0,0,0,1,0,1,1,1,4,9718,142,4.009523959475164
http://ukronet.ru/image/cabinet.exe,malware,35,10,18,0,0,0,0,0,0,2,0,0,4,0,-1,3.997579003389629
https://pub-26c27b235d494adca5cb267c04ef254a.r2.dev/utility_base.html,phishing,69,43,18,0,1,0,0,1,0,1,0,20,6,655,440,4.675280210552357
http://www.tagrijn-emma.nl/index.php?option=com_virtuemart&page=shop.browse&manufacturer_id=18&Itemid=1,defacement,103,19,10,66,0,0,1,0,0,1,0,3,15,8573,-1,4.723451226836336
http://www.blogmywine.com/templates/Fashionable/Styles/brown.css,malware,64,18,39,0,0,0,0,0,0,4,0,0,7,1100,360,4.254331649798569
http://www.multielectronicamexico.com/index.php?option=com_content&view=article&id=59:metales&catid=34:yootheme&Itemid=171,defacement,122,30,10,74,0,0,1,0,0,1,1,7,16,5410,798,4.572720768783437
http://yxol.net/Item/1_2.aspx,defacement,29,8,14,0,0,0,0,0,0,2,0,2,5,7173,131,4.03039478823102
https://cf-ipfs.com/ipfs/QmZDAUqFqGLtNyC1fnRPNwJMYPz74XjpCFWFVfHSvjffSS,phishing,71,11,52,0,1,0,0,0,0,2,0,3,4,2012,3101,5.154380436926413
http://cougars.mtroyal.ca/mbasketball.shtml,benign,43,18,18,0,0,0,0,1,0,1,0,0,4,8629,1635,4.025361709178203
https://mitsui-jyuku.mixh.jp/uploads/1530nH6.exe,malware,48,20,20,0,1,0,0,0,0,2,0,5,6,2143,51,4.547995052579128
https://telstra-107080.weeblysite.com/,phishing,38,29,1,0,1,0,0,0,0,0,0,6,4,4190,192,4.251235329734974
http://www.tierpark-weisswasser.de/index.php?option=com_content&view=article&id=60&Itemid=65,defacement,92,27,10,47,0,0,1,0,0,1,0,4,13,0,-1,4.551570890811775
http://www.csd.uwo.ca/infocom/articles/nzt/tslsum87.html#stationfall,benign,68,14,35,0,0,0,0,1,0,4,0,2,8,8639,1677,4.278731687431354
http://www.ruralyouthwa.org.au/index.php?option=com_content&view=article&id=63:ery-barbwire-sharp-attire-ball-2012&catid=2:home,defacement,127,23,10,86,0,0,1,0,0,1,0,7,20,0,-1,4.740241187779882
http://www.hotsource.ch/index.php?option=com_content&view=article&id=92&Itemid=99,defacement,81,16,10,47,0,0,1,0,0,1,0,4,12,0,-1,4.489067249819995
http://62.16.58.16:56159/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1,malware,89,11,65,0,0,1,0,0,0,4,0,14,19,0,-1,4.655649870074466
http://tide.co-moveaccount.com/,phishing,31,23,1,0,0,0,0,0,0,0,1,0,4,94,270,3.833070907091279
http://www.knoxbasketball.com.au,benign,32,25,0,0,0,0,0,0,0,0,0,0,3,0,-1,4.093139062229566
http://www.meridianranch.com/index.php?option=com_content&view=article&id=23&Itemid=128,defacement,87,21,10,48,0,0,1,0,0,1,0,5,12,8080,685,4.507085559930204
http://www.rion.gov.gr/Default.aspx?tabid=293,defacement,45,15,13,9,0,0,0,0,0,1,0,3,6,0,-1,4.5970828184076655
http://www.real-house.nl/component/mailto/index.html?tmpl=component&link=6ba7e25ea3be8df6a0e70205912118bb403be630,defacement,113,17,28,60,0,0,0,1,0,3,0,25,10,0,-1,4.876558588469828
http://43.156.237.181/InteractiveLogin?continue=https://accounts.google.com/?&amp;followup=https://accounts.google.com/?&amp;passive=1209600&amp;xrealip=107.178.232.171&amp;ifkv=AQMjQ7SHbvPS4SWY86Yt7MaRB_DH0jD-0mUhz-_CLS3jimNYVBe-izf2jP39BnPKZ0wF-c8MDQ6TEg,phishing,256,14,17,217,0,1,0,0,1,1,0,44,40,0,-1,5.617888920980876
https://sistareuben.com,phishing,23,15,0,0,1,0,0,0,0,0,0,0,1,361,4,3.936180434129755
http://www.renja.nl/catalogus/items/1-tafels,defacement,44,12,25,0,0,0,0,0,0,3,0,1,6,0,-1,4.226730915057127
http://68.183.156.150/x-3.2-.SNOOPY,malware,35,14,14,0,0,1,0,0,0,1,0,13,8,0,-1,4.125871146123145
http://zjtfjt.com/qywh-ygfc.asp,defacement,31,10,14,0,0,0,0,0,0,1,1,0,4,5934,274,4.091135423220312
http://178.33.145.40/bins/bomba.mips,malware,36,13,16,0,0,1,0,0,0,2,0,10,6,0,-1,4.148955904159994
https://pub-a8ca64ac4087437d809cf7f95337fba3.r2.dev/mafo.html,phishing,61,43,10,0,1,0,0,1,0,1,0,21,5,655,440,4.649770690228172
http://www.coldbacon.com/specialeffects.html,benign,44,17,20,0,0,0,0,1,0,1,0,0,4,9018,1574,4.092636948468715
http://www.strohmannzunft.de/index.php?view=article&catid=6:saison-2011-2012&id=23:obernheim-2012&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=25,defacement,170,21,10,131,0,0,1,0,0,1,0,18,27,0,-1,4.800740606490654
https://business-team-416516841.web.app/,phishing,40,31,1,0,1,0,0,0,0,0,0,9,5,0,-1,4.227567157116929
http://rendeck.com/index.php/en/component/fabrik/view/form/10/2416,defacement,66,11,48,0,0,0,1,0,0,8,0,6,10,25,339,4.345710271806109
https://www.cliente-bbva-app.com/es/login,phishing,41,24,9,0,1,0,0,0,0,2,0,0,6,40,324,4.210733711724087
http://dyaaxvviik.duckdns.org,phishing,29,22,0,0,0,0,0,0,0,0,0,0,2,0,-1,4.21126073643228
http://27.41.178.227:56391/Mozi.m,malware,33,13,7,0,0,1,0,0,0,1,0,15,6,0,-1,4.104407755459851
https://ygfjokw.com,phishing,19,11,0,0,1,0,0,0,0,0,0,0,1,30,334,3.932138039759375
http://www.facebook.com/sharer.php?u=http://www.greeteasy.com/salute-the-tricolor/,malware,82,16,11,47,0,0,1,0,1,1,0,0,14,9934,3215,4.309913860192056
http://www.aiavicenza.it/index.php?option=com_content&view=article&id=27&Itemid=88,defacement,82,17,10,47,0,0,1,0,0,1,0,4,12,7418,252,4.471353339979078
http://www.goecklingerhausbraeu.de/unser-bier/saisonbiere/festbier/50.html,defacement,74,27,40,0,0,0,0,1,0,4,0,2,8,0,-1,4.344758272123789
http://www.corridorwatch.org/,benign,29,21,1,0,0,0,0,0,0,0,0,0,3,7412,258,3.607475391455489
http://198.98.60.38/ap/az.arm4,malware,30,12,11,0,0,1,0,0,0,2,0,10,6,7054,250,3.856564762130954
http://www.mako4css.com/,benign,24,16,1,0,0,0,0,0,0,0,0,1,3,1138,322,3.688721875540867
http://23.95.89.80/bins/blxntz.arm6,malware,35,11,17,0,0,1,0,0,0,2,0,9,6,6368,206,4.307714802597439
http://www.geothermalanywhere.com/en/news/122-geothermal-anywhere-became-a-member-of-european-technology-platform-on-sustainable-mineral-resources-.html,defacement,152,26,119,0,0,0,0,1,0,3,0,3,20,5778,65,4.2765199845563
http://9779.info/%E5%88%9B%E6%84%8F%E7%BE%8E%E6%9C%AF%E5%89%AA%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,malware,99,9,83,0,0,0,0,0,0,2,0,32,30,5101,12,3.8090878292049535
http://45.61.48.168/snype.sh,malware,28,12,9,0,0,1,0,0,0,1,0,9,5,0,-1,3.780394654123194
http://www.fineswisschocolate.ca/sejeal.jpg,defacement,43,25,11,0,0,0,0,0,0,1,0,0,4,0,-1,4.036161556776113
http://www.bussetti.at/,benign,23,15,1,0,0,0,0,0,0,0,0,0,3,0,-1,3.4314134569803283
http://transtech-eco.pl/x.txt,defacement,29,16,6,0,0,0,0,0,0,1,0,0,4,79,-1,3.745406425938248
http://gorhody.cstv.com/sports/w-track/uri-w-track-body.html,benign,60,16,37,0,0,0,0,1,0,3,0,0,10,8854,277,4.261139455871785
http://www.sikobv.eu/nl/component/content/article/240-delo-new-cartridge-system.html,defacement,84,13,64,0,0,0,0,1,0,5,1,3,12,0,-1,4.450952393529176
http://www.geocities.com/intoliquidsky/site/reviews/ffx.html,benign,60,17,36,0,0,0,0,1,0,4,0,0,7,10404,187,4.277049763244838
http://mcimst.at/index.php?view=article&catid=6:allgemein&id=109:workshop-zu-segelflug-und-elektrosegelflug&tmpl=component&print=1&layout=default&page=,defacement,151,9,10,124,0,0,1,0,0,1,0,5,22,0,-1,4.712133602832104
http://www.multisolexpress.com.br/index.php?option=com_user&view=remind,defacement,71,26,10,27,0,0,1,0,0,1,0,0,9,0,-1,4.433571465533354
http://ubl.artistdirect.com/music/artist/card/041878400.html,benign,60,20,33,0,0,0,0,1,0,4,1,9,7,10145,80,4.252153720356114
https://docs.google.com/drawings/d/1VZG-y-AdnXs1KD-rdjsBZIiibwQYC_mHK254czrfF9g,phishing,79,15,56,0,1,0,0,0,0,3,0,6,9,9764,1557,5.217091236380087
https://s.free.fr/aS3zVRL7,phishing,26,9,9,0,1,0,0,0,0,1,0,2,3,9217,562,4.056020968057882
http://www.auter.co.rs/index.html,defacement,33,15,11,0,0,0,0,1,0,1,0,0,5,0,-1,4.089552452560668
https://zinzus.pages.dev/,phishing,25,16,1,0,1,0,0,0,0,0,0,0,3,0,-1,3.863465189601647
https://microsoft-100370.weeblysite.com/,phishing,40,31,1,0,1,0,0,0,0,0,0,6,4,4190,192,4.327567157116929
